domain,condition,model_seed,arm,evaluation_version,horizon,first_failures,failure_probability,survival_probability,failure_upper_bound,survival_lower_bound,family_size
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_6,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_7,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_8,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_9,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_10,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_11,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_12,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_13,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_14,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_15,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNIFORM_16,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,STOCHASTIC_4,v2-stochastic-seedkey,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_4,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,FULL_RESIDUAL_4_FP32,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,LOWRANK_4_8,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,UNTRANSPORTED_4_4,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_4_8,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,MIXED_6_8,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,s4_signed_lattice,,COEFFICIENT_INT8_FP32,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,128,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,256,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,512,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,1024,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,NATIVE_FP64,v1-unchanged-finite-nonstochastic,2048,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,32,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,64,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,128,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,256,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,512,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,1024,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_2,v1-unchanged-finite-nonstochastic,2048,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,32,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,64,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,128,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,256,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,512,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,1024,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_3,v1-unchanged-finite-nonstochastic,2048,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,32,491,0.958984375,0.041015625,0.9847493938083381,0.015250606191661853,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,64,510,0.99609375,0.00390625,0.9999790251705833,2.0974829416653407e-05,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,128,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,256,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,512,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,1024,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_4,v1-unchanged-finite-nonstochastic,2048,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,32,204,0.3984375,0.6015625,0.4842881688169765,0.5157118311830236,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,64,346,0.67578125,0.32421875,0.7524264933870203,0.24757350661297972,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,128,464,0.90625,0.09375,0.9486108915057386,0.05138910849426137,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,256,506,0.98828125,0.01171875,0.998737188370706,0.0012628116292939806,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,512,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,1024,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_5,v1-unchanged-finite-nonstochastic,2048,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,32,13,0.025390625,0.974609375,0.06363388217884387,0.9363661178211561,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,64,79,0.154296875,0.845703125,0.22358249407721426,0.7764175059227858,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,128,211,0.412109375,0.587890625,0.49812715208404357,0.5018728479159564,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,256,374,0.73046875,0.26953125,0.8019174750630634,0.19808252493693657,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,512,492,0.9609375,0.0390625,0.9859041796345179,0.01409582036548207,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,1024,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_6,v1-unchanged-finite-nonstochastic,2048,512,1.0,0.0,1.0,0.0,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,64,1,0.001953125,0.998046875,0.023879245256461512,0.9761207547435384,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,128,15,0.029296875,0.970703125,0.06928849959485359,0.9307115004051464,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,256,91,0.177734375,0.822265625,0.2500646224838929,0.7499353775161071,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,512,227,0.443359375,0.556640625,0.5295136203304082,0.47048637966959184,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,1024,370,0.72265625,0.27734375,0.7949297043883098,0.2050702956116902,875
toy,c31_rotation_2d,,UNIFORM_7,v1-unchanged-finite-nonstochastic,2048,494,0.96484375,0.03515625,0.988149565606535,0.011850434393465004,875
toy,c31_rotation_2d,,UNIFORM_8,v1-unchanged-finite-nonstochastic,32,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
toy,c31_rotation_2d,,UNIFORM_8,v1-unchanged-finite-nonstochastic,64,0,0.0,1.0,0.018901037818839048,0.981098962181161,875
