phase,model_seed,arm,n_sequences,source_family_size,joint_family_size,source_failure_upper_bound,source_json_sha256,horizon,first_failures,failure_probability,survival_probability,failure_upper_bound,survival_lower_bound
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,STOCHASTIC_4,512,546,630,1.0,4fb0dd3414cc4affb2020cd482e337edd2ed7dc3698605e76c2e7828b2066ffd,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,0.017996927961500465,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,0.017996927961500465,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,0.0760303754203286,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,0.5327894856250828,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,256,230,0.44921875,0.55078125,0.5335774908684011,0.4664225091315989
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,0.981805902197242,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,512,489,0.955078125,0.044921875,0.9819839056061589,0.01801609439384111
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,1.0,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_10,512,546,630,1.0,4f371bf745278051b9ecabf1f0e422a2d6f5d33b16117c01594710026eb11267,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,0.017996927961500465,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,0.017996927961500465,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,0.0760303754203286,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,0.5425160659859528,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,256,235,0.458984375,0.541015625,0.5433020473708849,0.45669795262911506
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,0.9830210736705866,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,512,490,0.95703125,0.04296875,0.9831921775005567,0.016807822499443348
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,1.0,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_11,512,546,630,1.0,d26a66e069a77d5a4a21974d65f97e2c0796b2fc96527006b39eb81406f01867,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,0.017996927961500465,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,0.017996927961500465,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,0.0760303754203286,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,0.5386292095308438,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,256,233,0.455078125,0.544921875,0.5394160356499755,0.46058396435002447
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,0.9830210736705866,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,512,490,0.95703125,0.04296875,0.9831921775005567,0.016807822499443348
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,1.0,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_12,512,546,630,1.0,a7339aba82a52e1980efed92cd2364c585802ce15c4e4dc2cf9280587cd22f4c,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,0.017996927961500465,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,0.017996927961500465,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,0.0760303754203286,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,0.5386292095308438,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,256,233,0.455078125,0.544921875,0.5394160356499755,0.46058396435002447
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,0.9830210736705866,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,512,490,0.95703125,0.04296875,0.9831921775005567,0.016807822499443348
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,1.0,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_13,512,546,630,1.0,0ec4b9c5ececb2e5d412ad39b2705d1bf59083b91e7629f69ad18f2dec64492d,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,0.017996927961500465,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,0.017996927961500465,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,0.0760303754203286,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,0.5386292095308438,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,256,233,0.455078125,0.544921875,0.5394160356499755,0.46058396435002447
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,0.981805902197242,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,512,489,0.955078125,0.044921875,0.9819839056061589,0.01801609439384111
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,1.0,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_14,512,546,630,1.0,7ec11fcdaf29caa21a47b723efabdc7a40afb582fc2b69495c543515e5a9c5d4,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,0.017996927961500465,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,0.017996927961500465,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,0.0760303754203286,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,0.5386292095308438,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,256,233,0.455078125,0.544921875,0.5394160356499755,0.46058396435002447
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,0.9830210736705866,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,512,490,0.95703125,0.04296875,0.9831921775005567,0.016807822499443348
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,1.0,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_15,512,546,630,1.0,a6b5f5df4acca2ca7adb8efa49598a1da393dae48e1d7e63150e34d6df75b717,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,0.017996927961500465,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,0.017996927961500465,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,0.0760303754203286,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,0.5386292095308438,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,256,233,0.455078125,0.544921875,0.5394160356499755,0.46058396435002447
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,0.981805902197242,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,512,489,0.955078125,0.044921875,0.9819839056061589,0.01801609439384111
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,1.0,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_16,512,546,630,1.0,5aa22cdd63f2419dedfce7aa3d63d771ee2b8b3ea85108b058d5c109d8d24256,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,0.9999998211342254,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,32,511,0.998046875,0.001953125,0.9999998449839399,1.5501606009937774e-07
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,1.0,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,64,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,1.0,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,128,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,1.0,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,256,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,1.0,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,512,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,1.0,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_2,512,546,630,1.0,c1f092699a0dcdba243a34e2132912f388770cbd7a35a9738c053ed451f59c6f,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,0.28876791119753187,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,32,110,0.21484375,0.78515625,0.2895059524748785,0.7104940475251216
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,0.8104045555938394,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,64,380,0.7421875,0.2578125,0.810999810890918,0.189000189109082
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,0.9999998211342254,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,128,511,0.998046875,0.001953125,0.9999998449839399,1.5501606009937774e-07
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,1.0,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,256,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,1.0,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,512,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,1.0,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_3,512,546,630,1.0,ea90ece33f6c5123790a272c5a9826126928d1253d98c87889fce66fd7ff109a,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,0.017996927961500465,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,0.06504679039111078,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,64,14,0.02734375,0.97265625,0.06548325633657673,0.9345167436634233
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,0.5249855074717305,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,128,226,0.44140625,0.55859375,0.5257749201018375,0.47422507989816254
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,0.9767859754493614,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,256,485,0.947265625,0.052734375,0.9769903067671656,0.023009693232834416
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,1.0,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,512,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,1.0,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_4,512,546,630,1.0,43456578878df7cc3cdaf4b452dd3dee8f9c75cedf75a2f2dd068e3267fb350b,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,0.017996927961500465,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,0.017996927961500465,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,0.11701546500483852,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,128,34,0.06640625,0.93359375,0.11756294996095373,0.8824370500390463
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,0.7376482016011563,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,256,339,0.662109375,0.337890625,0.738325192547963,0.261674807452037
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,0.9986227039224261,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,512,506,0.98828125,0.01171875,0.9986586086854383,0.0013413913145616796
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,1.0,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_5,512,546,630,1.0,28a63b3bcfb341acad0bcfb5eb6ebb7d4753d2373eca6a2f3d9e120391b25b26,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,0.017996927961500465,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,0.017996927961500465,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,0.08137687841619139,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,128,20,0.0390625,0.9609375,0.08185312221621802,0.918146877783782
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,0.5830261635553478,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,256,256,0.5,0.5,0.5838004614692808,0.4161995385307192
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,0.9876903146484421,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,512,494,0.96484375,0.03515625,0.9878323455045036,0.012167654495496394
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,1.0,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_6,512,546,630,1.0,042899ac254c056dcebb416c0240983d5ce1cbc3dfae38145bf8c976c8bec584,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,0.017996927961500465,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,0.017996927961500465,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,0.0760303754203286,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,0.5657320134370891,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,256,247,0.482421875,0.517578125,0.5665119459907014,0.4334880540092986
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,0.9830210736705866,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,512,490,0.95703125,0.04296875,0.9831921775005567,0.016807822499443348
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,1.0,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_7,512,546,630,1.0,51d3ab72117ce923eb5d3ddf30d904222c8d4da963492883dc9f6b30eae29058,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,0.017996927961500465,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,0.017996927961500465,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,0.0760303754203286,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,0.5386292095308438,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,256,233,0.455078125,0.544921875,0.5394160356499755,0.46058396435002447
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,0.9830210736705866,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,512,490,0.95703125,0.04296875,0.9831921775005567,0.016807822499443348
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,1.0,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_8,512,546,630,1.0,a1ef414ff1c797757b086e266dfa748ed98d4a5af7169ef2ebcc6c5a704fa520,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,0.017996927961500465,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,32,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,0.017996927961500465,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,64,0,0.0,1.0,0.018271353414420138,0.9817286465855799
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,0.0760303754203286,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,128,18,0.03515625,0.96484375,0.07649419646723002,0.92350580353277
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,0.5405732661723032,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,256,234,0.45703125,0.54296875,0.5413596757814092,0.4586403242185908
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,0.9805738955464157,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,512,488,0.953125,0.046875,0.9807586654495464,0.019241334550453626
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,1.0,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNIFORM_9,512,546,630,1.0,511e9c8be2f03dce301769beadd89a8b9d83458ef8e2ac988f04803fef528c02,2048,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,0.04750190330918149,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,32,8,0.015625,0.984375,0.04788831235423295,0.952111687645767
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,0.38701015709507475,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,64,157,0.306640625,0.693359375,0.3877925746429387,0.6122074253570613
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,0.932555600145556,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,128,454,0.88671875,0.11328125,0.9329190333603732,0.06708096663962682
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,1.0,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,256,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,1.0,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,512,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,1.0,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,1024,512,1.0,0.0,1.0,0.0
POST_HOC_BUDGET_AUDIT_SAME_TEST,0,UNTRANSPORTED_4_4,512,546,630,1.0,5cb3460c19ec1d12f853e12c3377bc59ade75c5dbd857a0a6a192224ec03a657,2048,512,1.0,0.0,1.0,0.0
