phase,model_seed,arm,source_kind,source_family_size,joint_family_size,execution_status,per_stream_bytes,shared_bytes,rmst,final_survival,source_json,source_json_sha256,additional_complete_call_timing,n_sequences,max_horizon,observed_failures,right_censored_sequences,final_failure_probability,empirical_T05,empirical_T05_status,supported_T05,supported_T05_status,empirical_T01,empirical_T01_status,supported_T01,supported_T01_status,total_bytes_N1,amortized_bytes_N1,total_bytes_N16,amortized_bytes_N16,total_bytes_N128,amortized_bytes_N128
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,NATIVE_FP32,original,546,630,COMPLETE,12296,29410,271.23828125,0.0,original_seed1/TEST/NATIVE_FP32.json,2ef49774e1416f6818d6483e5de4a1958740b116b4b31ed5970f6c45ab7dc477,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,41706,41706.0,226146,14134.125,1603298,12525.765625
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,STOCHASTIC_4,original,546,630,COMPLETE,1608,29678,70.623046875,0.0,original_seed1/TEST/STOCHASTIC_4.json,aa837bcd3eaf16bb93dc0860019ef9418741595f3e8f6b46f7f63ca24e1d8d8d,NOT_MEASURED,512,2048,512,0,1.0,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31286,31286.0,55406,3462.875,235502,1839.859375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_10,original,546,630,COMPLETE,3896,29627,271.46875,0.0,original_seed1/TEST/UNIFORM_10.json,7e098dcf996bde13c378de99bc0ab51122c07c6d6ffd8f0a6a937cc2fc65cbc3,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33523,33523.0,91963,5747.6875,528315,4127.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_11,original,546,630,COMPLETE,4280,29627,272.056640625,0.0,original_seed1/TEST/UNIFORM_11.json,0294cc51bf2c80bb08a6c11225bc55ef083fdc24db2e77282f750def75e1d7cd,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33907,33907.0,98107,6131.6875,577467,4511.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_12,original,546,630,COMPLETE,4664,29627,271.244140625,0.0,original_seed1/TEST/UNIFORM_12.json,4c8f19369c07d61da6b56c74f9955c8e52f06c43c08a09bbc06c89c923b39b81,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,34291,34291.0,104251,6515.6875,626619,4895.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_13,original,546,630,COMPLETE,5048,29627,271.42578125,0.0,original_seed1/TEST/UNIFORM_13.json,67bc525db4cd26e8955ede5ef797153670a2eedc6c818ceba7957fe18c7947b5,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,34675,34675.0,110395,6899.6875,675771,5279.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_14,original,546,630,COMPLETE,5432,29627,271.38671875,0.0,original_seed1/TEST/UNIFORM_14.json,3fcc6a426903b6d12c3a0ca1dc4644a16b4fa5a98fd12f7295ebde45fc17e987,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35059,35059.0,116539,7283.6875,724923,5663.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_15,original,546,630,COMPLETE,5816,29627,271.19140625,0.0,original_seed1/TEST/UNIFORM_15.json,00eec21a3c3173cd5897460bdd065b17c8a7f11681cd0ab1056d36d463c644c4,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35443,35443.0,122683,7667.6875,774075,6047.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_16,original,546,630,COMPLETE,6200,29627,271.3828125,0.0,original_seed1/TEST/UNIFORM_16.json,c5fefa5df3428a2529ff63200cb2de414b0a0e8dd08e1799282840adb3bc6e91,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35827,35827.0,128827,8051.6875,823227,6431.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_2,original,546,630,NONFINITE_ROWS_ABSORBED,824,29626,5.2734375,0.0,original_seed1/TEST/UNIFORM_2.json,c6a0ed342e27f00f7dc97d057deac824c51208199bfa9c9a4f564635fa1c7505,NOT_MEASURED,512,2048,512,0,1.0,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,30450,30450.0,42810,2675.625,135098,1055.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_3,original,546,630,COMPLETE,1208,29626,45.15625,0.0,original_seed1/TEST/UNIFORM_3.json,1ec242a33f9888b37af0f53dcccf3c770f7c1480c753ca854ed98db9760d9592,NOT_MEASURED,512,2048,512,0,1.0,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,30834,30834.0,48954,3059.625,184250,1439.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_4,original,546,630,COMPLETE,1592,29626,124.3203125,0.0,original_seed1/TEST/UNIFORM_4.json,dda1da3bce7a71ffc14459b2eb75f5b555bee00fe3da65715403962048bb50d5,NOT_MEASURED,512,2048,512,0,1.0,32,largest qualifying empirical sample grid horizon,32,simultaneous confidence-supported lower bound >= 32,32,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31218,31218.0,55098,3443.625,233402,1823.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_5,original,546,630,COMPLETE,1976,29626,211.859375,0.0,original_seed1/TEST/UNIFORM_5.json,c870e39d5845253d09cadb257b6401d6bb63e7e2a433ddd695320a35e3e8c627,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31602,31602.0,61242,3827.625,282554,2207.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_6,original,546,630,COMPLETE,2360,29626,258.01953125,0.0,original_seed1/TEST/UNIFORM_6.json,bf99452872b8814a375b5e1fc680fc26931a22bcf2c839d91d59ae1f34a33d7c,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31986,31986.0,67386,4211.625,331706,2591.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_7,original,546,630,COMPLETE,2744,29626,268.951171875,0.0,original_seed1/TEST/UNIFORM_7.json,7f24773a066c5b53cb91c90c688eb7def83c8bcb1c44d65563ffa42b192ff7be,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32370,32370.0,73530,4595.625,380858,2975.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_8,original,546,630,COMPLETE,3128,29626,270.3125,0.0,original_seed1/TEST/UNIFORM_8.json,928e61f761e0b50253278a4631ad8cb0943b15fcc043e617b3ac9895931b85e4,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32754,32754.0,79674,4979.625,430010,3359.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNIFORM_9,original,546,630,COMPLETE,3512,29626,272.65625,0.0,original_seed1/TEST/UNIFORM_9.json,a2ec5cfe40b1efa8dca6b1e858e72b78f3d033fa7f6468a5d0e7bc05bc4a5a67,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33138,33138.0,85818,5363.625,479162,3743.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,1,UNTRANSPORTED_4_4,original,546,630,COMPLETE,3176,29936,63.3828125,0.0,original_seed1/TEST/UNTRANSPORTED_4_4.json,193ab5740fa75705791d9cb27cb3693447e00a36d9568c121f70937c1126b0cb,NOT_MEASURED,512,2048,512,0,1.0,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33112,33112.0,80752,5047.0,436464,3409.875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,FULL_RESIDUAL_4_4,original,546,630,COMPLETE,3176,29934,238.890625,0.0,original_seed2/TEST/FULL_RESIDUAL_4_4.json,f99ecee29756dd9d969314bd55a44fcecc51b953d838df94134e04866950cf8c,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33110,33110.0,80750,5046.875,436462,3409.859375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,FULL_RESIDUAL_4_8,original,546,630,COMPLETE,4712,29934,240.158203125,0.0,original_seed2/TEST/FULL_RESIDUAL_4_8.json,6eb18f6930ac5c5d1ce9540349aef83d3073885e6e7cb8e7c6e058f1677ff68a,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,34646,34646.0,105326,6582.875,633070,4945.859375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,FULL_RESIDUAL_4_FP32,original,546,630,COMPLETE,13880,29718,239.865234375,0.0,original_seed2/TEST/FULL_RESIDUAL_4_FP32.json,87ba8115981db84566f61469263486d9911d54f6651004bc9e7d09418c2aa592,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,43598,43598.0,251798,15737.375,1806358,14112.171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,LOWRANK_4_8_R1,original,546,630,COMPLETE,1832,30707,208.70703125,0.0,original_seed2/TEST/LOWRANK_4_8_R1.json,60b099b6a21b9779a8723b06993cd8324949528d562027b78d031700bb022db7,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32539,32539.0,60019,3751.1875,265203,2071.8984375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,LOWRANK_4_8_R2,original,546,630,COMPLETE,2024,31475,236.765625,0.0,original_seed2/TEST/LOWRANK_4_8_R2.json,313439089ed9abf4fad262f3c2d71d0e237357ed811eaf0eb63b84113df46e51,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33499,33499.0,63859,3991.1875,290547,2269.8984375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,LOWRANK_4_8_R4,original,546,630,COMPLETE,2408,33011,240.888671875,0.0,original_seed2/TEST/LOWRANK_4_8_R4.json,d155eee64ce95fc6722f2359be010a804fd56a93f3a1e28bc38310615a61ddde,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35419,35419.0,71539,4471.1875,341235,2665.8984375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,MIXED_4_8,original,546,630,COMPLETE,1976,30031,217.765625,0.0,original_seed2/TEST/MIXED_4_8.json,9495ecbe5e371d9a6f8a6463747dbde08f7324fd54389350aff066a8bdb3b8e6,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32007,32007.0,61647,3852.9375,282959,2210.6171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,MIXED_4_8_TOP2,supplement,630,630,COMPLETE,1784,30031,211.552734375,0.0,supplement_seed2/TEST/MIXED_4_8_TOP2.json,3ea297c593608d1407c6d4258ee745eb58b2c8944bf6b61450e7cf4d1d7a8987,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31815,31815.0,58575,3660.9375,258383,2018.6171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,MIXED_4_8_TOP5,supplement,630,630,COMPLETE,2072,30031,220.177734375,0.0,supplement_seed2/TEST/MIXED_4_8_TOP5.json,161a2a438500c5ed5d196d7819159a6a422e88c306ce3f48167654be2935bb29,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32103,32103.0,63183,3948.9375,295247,2306.6171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,MIXED_6_8,original,546,630,COMPLETE,2744,30031,239.3515625,0.0,original_seed2/TEST/MIXED_6_8.json,719250edcc63eba48b5327d3aa54a7f5e651886c8558d84bdbb4888e0ee80c69,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32775,32775.0,73935,4620.9375,381263,2978.6171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,MIXED_6_8_TOP1,supplement,630,630,COMPLETE,2408,30031,233.392578125,0.0,supplement_seed2/TEST/MIXED_6_8_TOP1.json,85c42aa493beffa2e29c44811b2210e604807c4632b04890e88881f43bc236ec,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32439,32439.0,68559,4284.9375,338255,2642.6171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,MIXED_6_8_TOP4,supplement,630,630,COMPLETE,2552,30031,238.98828125,0.0,supplement_seed2/TEST/MIXED_6_8_TOP4.json,e6fcbaba9734d9a22ed6986582f0ec6e1775b75b7ef967433248f07b3cd13dac,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32583,32583.0,70863,4428.9375,356687,2786.6171875
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,NATIVE_FP32,original,546,630,COMPLETE,12296,29410,239.865234375,0.0,original_seed2/TEST/NATIVE_FP32.json,db80d41f386bde76e76fa38111a1d40a5d40060f84bb7d251352934c4a5fd268,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,41706,41706.0,226146,14134.125,1603298,12525.765625
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,STOCHASTIC_4,original,546,630,COMPLETE,1608,29678,104.244140625,0.0,original_seed2/TEST/STOCHASTIC_4.json,eded212a6c5e668d2753d340336c905013724702e78320f5337a730c8128c4de,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,32,simultaneous confidence-supported lower bound >= 32,32,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31286,31286.0,55406,3462.875,235502,1839.859375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_10,original,546,630,COMPLETE,3896,29627,239.646484375,0.0,original_seed2/TEST/UNIFORM_10.json,96918b676fccd0050f2e17d3dcc113913b0383723e5e6a8bc998d49d14552ab8,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33523,33523.0,91963,5747.6875,528315,4127.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_11,original,546,630,COMPLETE,4280,29627,239.728515625,0.0,original_seed2/TEST/UNIFORM_11.json,92aaac3321e5e32d0986eb5baa02d8f77b80293964fbd3f63b4b5c6d490ebb6d,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33907,33907.0,98107,6131.6875,577467,4511.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_12,original,546,630,COMPLETE,4664,29627,239.83203125,0.0,original_seed2/TEST/UNIFORM_12.json,52c3f798e729283bea239d3a331a59d2716839548dfc55cc67dfb5ed6990bfc2,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,34291,34291.0,104251,6515.6875,626619,4895.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_13,original,546,630,COMPLETE,5048,29627,239.998046875,0.0,original_seed2/TEST/UNIFORM_13.json,37ac95746ac07ed4e59b43d0298f17fb8981e07d158e2310c55657ed85a8e7af,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,34675,34675.0,110395,6899.6875,675771,5279.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_14,original,546,630,COMPLETE,5432,29627,240.02734375,0.0,original_seed2/TEST/UNIFORM_14.json,3733dbe08ca89b54e70c6d86b6c7656aa29134038961908f58c32d59a909d428,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35059,35059.0,116539,7283.6875,724923,5663.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_15,original,546,630,COMPLETE,5816,29627,239.990234375,0.0,original_seed2/TEST/UNIFORM_15.json,0ceb78350c62061a931f187056b3c00f473ce7c3b5be7c442fb6c21bbb512582,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35443,35443.0,122683,7667.6875,774075,6047.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_16,original,546,630,COMPLETE,6200,29627,239.990234375,0.0,original_seed2/TEST/UNIFORM_16.json,9ffc2039a28afb0c58a2d9596241a131333449b8d782f8dccbbc2269efc575e9,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,35827,35827.0,128827,8051.6875,823227,6431.4609375
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_2,original,546,630,NONFINITE_ROWS_ABSORBED,824,29626,11.212890625,0.0,original_seed2/TEST/UNIFORM_2.json,5491ae96e72e74da8f587aa88355a2686492b31a8aaa344ab368b753a165ec7c,NOT_MEASURED,512,2048,512,0,1.0,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,30450,30450.0,42810,2675.625,135098,1055.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_3,original,546,630,COMPLETE,1208,29626,84.41796875,0.0,original_seed2/TEST/UNIFORM_3.json,717016d8e0b40b83ab6590d23ce60fb5e3745c59a94db605f28c8318484ea211,NOT_MEASURED,512,2048,512,0,1.0,32,largest qualifying empirical sample grid horizon,32,simultaneous confidence-supported lower bound >= 32,,no qualifying grid horizon (<32); not a measured zero horizon,,no qualifying grid horizon (<32); not a measured zero horizon,30834,30834.0,48954,3059.625,184250,1439.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_4,original,546,630,COMPLETE,1592,29626,185.5078125,0.0,original_seed2/TEST/UNIFORM_4.json,758fd85b202244422a4149d96e87769cca4e56dd88c40547b31eb2f2d3e644e6,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31218,31218.0,55098,3443.625,233402,1823.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_5,original,546,630,COMPLETE,1976,29626,226.484375,0.0,original_seed2/TEST/UNIFORM_5.json,63d35a47ee996398ecdb807e806b46d4956dfbf2e7fe1c4da93392357c8094c2,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31602,31602.0,61242,3827.625,282554,2207.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_6,original,546,630,COMPLETE,2360,29626,235.453125,0.0,original_seed2/TEST/UNIFORM_6.json,d04fdd7d49aeaec80e9ab3ba9d842736014a4009b69d584c8d1147f58ea461ec,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,31986,31986.0,67386,4211.625,331706,2591.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_7,original,546,630,COMPLETE,2744,29626,236.35546875,0.0,original_seed2/TEST/UNIFORM_7.json,73ef30bef1a13cbbef4895486f9ae8d413b2f9696b936a685f5e36c8df26789b,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32370,32370.0,73530,4595.625,380858,2975.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_8,original,546,630,COMPLETE,3128,29626,239.6171875,0.0,original_seed2/TEST/UNIFORM_8.json,a12cb0122c33f0007c3b86c9f2dcf4ea8438c994614d7d8a4fdcda9eda2c4ee8,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,32754,32754.0,79674,4979.625,430010,3359.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNIFORM_9,original,546,630,COMPLETE,3512,29626,239.994140625,0.0,original_seed2/TEST/UNIFORM_9.json,ebbff77c1454d7c71602e64647965b76dbcc4d01681b7ffeb94f765627658c97,NOT_MEASURED,512,2048,512,0,1.0,128,largest qualifying empirical sample grid horizon,64,simultaneous confidence-supported lower bound >= 64,64,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33138,33138.0,85818,5363.625,479162,3743.453125
POST_HOC_BUDGET_AUDIT_SAME_TEST,2,UNTRANSPORTED_4_4,original,546,630,COMPLETE,3176,29936,110.998046875,0.0,original_seed2/TEST/UNTRANSPORTED_4_4.json,7651e1efb23636edfbee2698179d040ba052d216c69fd72273b9897c96d6c152,NOT_MEASURED,512,2048,512,0,1.0,64,largest qualifying empirical sample grid horizon,32,simultaneous confidence-supported lower bound >= 32,32,largest qualifying empirical sample grid horizon,,no qualifying grid horizon (<32); not a measured zero horizon,33112,33112.0,80752,5047.0,436464,3409.875
